Session_ID,Location_Zone,Time_of_Day,Product_Category,Cart_Status,Cart_Value_INR,Session_Duration_Sec,Delivery_Time_Min,Waste_Risk_Level,Cross_Sell_Accepted
SID102578,Thane,3–6 PM,Fresh Produce,Abandoned,306,163,9,High,No
SID102579,Andheri,3–6 PM,Staples & Grains,Abandoned,190,192,6,Low,No
SID102580,Bandra,9 AM–12,Personal Care,Completed,415,78,11,Medium,No
SID102581,Dadar,9 AM–12,Staples & Grains,Completed,75,56,9,Medium,No
SID102582,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,115,194,14,Medium,No
SID102583,Powai,6–9 AM,Staples & Grains,Abandoned,142,327,11,Low,No
SID102584,Powai,6–10 PM,Staples & Grains,Completed,254,117,10,Low,No
SID102585,Thane,6–10 PM,Snacks & Beverages,Completed,345,46,10,Low,No
SID102586,Andheri,10 PM–2 AM,Staples & Grains,Completed,386,83,11,Low,No
SID102587,Bandra,6–9 AM,Dairy,Abandoned,195,181,9,Medium,No
SID102588,Thane,10 PM–2 AM,Staples & Grains,Completed,242,100,9,Low,No
SID102589,Dadar,6–10 PM,Snacks & Beverages,Abandoned,205,258,8,Medium,No
SID102590,Dadar,3–6 PM,Fresh Produce,Abandoned,104,134,7,Medium,No
SID102591,Thane,10 PM–2 AM,Fresh Produce,Completed,345,82,9,High,No
SID102592,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,111,200,9,Low,No
SID102593,Powai,9 AM–12,Fresh Produce,Completed,247,193,15,Low,No
SID102594,Thane,3–6 PM,Fresh Produce,Abandoned,79,159,9,High,No
SID102595,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,286,144,8,Low,Yes
SID102596,Thane,12–3 PM,Dairy,Completed,294,76,13,High,No
SID102597,Thane,9 AM–12,Snacks & Beverages,Completed,401,78,11,Low,No
SID102598,Bandra,6–10 PM,Snacks & Beverages,Completed,424,91,11,Medium,Yes
SID102599,Dadar,12–3 PM,Snacks & Beverages,Abandoned,257,233,8,Medium,No
SID102600,Andheri,6–10 PM,Fresh Produce,Abandoned,159,166,7,High,No
SID102601,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,270,224,8,Medium,No
SID102602,Dadar,6–9 AM,Fresh Produce,Abandoned,237,122,6,Medium,No
SID102603,Thane,12–3 PM,Snacks & Beverages,Completed,303,102,9,Low,Yes
SID102604,Thane,9 AM–12,Fresh Produce,Completed,341,145,12,High,No
SID102605,Andheri,6–10 PM,Fresh Produce,Abandoned,200,169,8,High,No
SID102606,Andheri,9 AM–12,Fresh Produce,Abandoned,221,139,5,High,No
SID102607,Andheri,6–9 AM,Fresh Produce,Completed,366,74,12,High,No
SID102608,Dadar,6–9 AM,Personal Care,Completed,179,103,7,Medium,No
SID102609,Dadar,6–10 PM,Personal Care,Abandoned,135,133,16,Medium,No
SID102610,Andheri,10 PM–2 AM,Dairy,Abandoned,278,159,12,High,No
SID102611,Andheri,12–3 PM,Snacks & Beverages,Completed,293,112,9,Low,Yes
SID102612,Powai,3–6 PM,Snacks & Beverages,Completed,238,143,6,Low,Yes
SID102613,Bandra,3–6 PM,Fresh Produce,Abandoned,234,214,8,Medium,No
SID102614,Powai,6–10 PM,Snacks & Beverages,Completed,340,41,14,Low,No
SID102615,Thane,12–3 PM,Staples & Grains,Abandoned,189,200,11,Low,No
SID102616,Andheri,6–10 PM,Snacks & Beverages,Completed,398,111,9,Low,No
SID102617,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,373,104,10,Medium,No
SID102618,Bandra,3–6 PM,Dairy,Abandoned,171,137,10,Medium,No
SID102619,Dadar,9 AM–12,Snacks & Beverages,Abandoned,250,184,9,Medium,No
SID102620,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,366,113,7,Medium,No
SID102621,Thane,9 AM–12,Snacks & Beverages,Completed,396,160,9,Low,Yes
SID102622,Thane,3–6 PM,Dairy,Completed,403,131,11,High,Yes
SID102623,Dadar,6–10 PM,Fresh Produce,Completed,409,108,15,Medium,No
SID102624,Bandra,12–3 PM,Fresh Produce,Completed,456,48,12,Medium,No
SID102625,Powai,6–9 AM,Fresh Produce,Abandoned,198,158,11,Low,No
SID102626,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,296,109,11,Medium,No
SID102627,Thane,10 PM–2 AM,Fresh Produce,Abandoned,112,97,9,High,No
SID102628,Andheri,6–10 PM,Snacks & Beverages,Completed,448,119,10,Low,Yes
SID102629,Andheri,3–6 PM,Staples & Grains,Completed,218,61,10,Low,No
SID102630,Thane,9 AM–12,Staples & Grains,Abandoned,105,69,11,Low,No
SID102631,Andheri,12–3 PM,Frozen Foods,Completed,314,137,9,Low,No
SID102632,Thane,6–10 PM,Staples & Grains,Completed,400,142,11,Low,No
SID102633,Bandra,3–6 PM,Staples & Grains,Completed,282,147,12,Medium,No
SID102634,Bandra,10 PM–2 AM,Dairy,Abandoned,118,217,8,Medium,No
SID102635,Dadar,3–6 PM,Frozen Foods,Completed,274,133,10,Medium,No
SID102636,Powai,12–3 PM,Staples & Grains,Abandoned,190,197,10,Low,No
SID102637,Thane,10 PM–2 AM,Staples & Grains,Abandoned,320,238,10,Low,No
SID102638,Thane,12–3 PM,Staples & Grains,Completed,362,108,13,Low,No
SID102639,Thane,3–6 PM,Frozen Foods,Completed,256,141,10,Low,No
SID102640,Dadar,6–10 PM,Frozen Foods,Abandoned,207,215,8,Medium,No
SID102641,Thane,10 PM–2 AM,Fresh Produce,Completed,201,124,5,High,No
SID102642,Andheri,10 PM–2 AM,Frozen Foods,Completed,363,83,13,Low,No
SID102643,Dadar,10 PM–2 AM,Personal Care,Completed,185,156,14,Medium,No
SID102644,Andheri,6–10 PM,Fresh Produce,Abandoned,159,282,5,High,No
SID102645,Andheri,12–3 PM,Snacks & Beverages,Completed,317,76,11,Low,Yes
SID102646,Andheri,12–3 PM,Dairy,Completed,315,91,7,High,Yes
SID102647,Andheri,12–3 PM,Dairy,Completed,285,118,8,High,Yes
SID102648,Bandra,9 AM–12,Dairy,Completed,322,52,10,Medium,Yes
SID102649,Dadar,6–10 PM,Staples & Grains,Abandoned,214,155,13,Medium,No
SID102650,Bandra,9 AM–12,Staples & Grains,Abandoned,190,193,10,Medium,No
SID102651,Bandra,3–6 PM,Dairy,Abandoned,260,274,8,Medium,No
SID102652,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,224,180,13,Medium,No
SID102653,Bandra,6–9 AM,Fresh Produce,Abandoned,123,152,13,Medium,No
SID102654,Thane,6–10 PM,Staples & Grains,Abandoned,235,186,9,Low,No
SID102655,Bandra,6–10 PM,Snacks & Beverages,Abandoned,243,152,8,Medium,No
SID102656,Thane,6–10 PM,Staples & Grains,Completed,396,133,11,Low,No
SID102657,Powai,9 AM–12,Fresh Produce,Abandoned,208,192,11,Low,No
SID102658,Andheri,6–9 AM,Frozen Foods,Abandoned,205,183,14,Low,No
SID102659,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,262,69,9,Medium,Yes
SID102660,Andheri,6–10 PM,Snacks & Beverages,Completed,369,102,7,Low,Yes
SID102661,Andheri,6–10 PM,Dairy,Abandoned,225,225,12,High,No
SID102662,Thane,3–6 PM,Frozen Foods,Completed,167,135,11,Low,No
SID102663,Thane,12–3 PM,Snacks & Beverages,Completed,320,170,8,Low,No
SID102664,Thane,12–3 PM,Dairy,Completed,426,77,12,High,Yes
SID102665,Dadar,9 AM–12,Fresh Produce,Abandoned,232,216,12,Medium,No
SID102666,Thane,9 AM–12,Snacks & Beverages,Completed,357,163,8,Low,No
SID102667,Thane,12–3 PM,Snacks & Beverages,Abandoned,153,179,8,Low,No
SID102668,Powai,12–3 PM,Snacks & Beverages,Completed,268,100,8,Low,Yes
SID102669,Powai,9 AM–12,Snacks & Beverages,Completed,277,119,15,Low,Yes
SID102670,Dadar,6–9 AM,Snacks & Beverages,Completed,251,146,8,Medium,Yes
SID102671,Bandra,6–9 AM,Personal Care,Completed,427,51,11,Medium,No
SID102672,Thane,3–6 PM,Snacks & Beverages,Abandoned,204,148,15,Low,No
SID102673,Thane,6–10 PM,Staples & Grains,Abandoned,155,140,8,Low,No
SID102674,Andheri,6–10 PM,Personal Care,Completed,294,96,13,Low,No
SID102675,Powai,6–9 AM,Personal Care,Completed,298,107,10,Low,No
SID102676,Dadar,3–6 PM,Fresh Produce,Completed,300,153,9,Medium,No
SID102677,Dadar,9 AM–12,Staples & Grains,Abandoned,111,201,11,Medium,No
SID102678,Andheri,10 PM–2 AM,Fresh Produce,Completed,485,111,10,High,No
SID102679,Bandra,12–3 PM,Frozen Foods,Abandoned,91,273,10,Medium,No
SID102680,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,262,93,13,Medium,No
SID102681,Andheri,12–3 PM,Fresh Produce,Abandoned,109,225,11,High,No
SID102682,Andheri,6–10 PM,Staples & Grains,Abandoned,180,91,5,Low,No
SID102683,Dadar,6–10 PM,Snacks & Beverages,Completed,379,67,5,Medium,No
SID102684,Thane,3–6 PM,Staples & Grains,Completed,438,111,11,Low,No
SID102685,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,212,221,9,Low,No
SID102686,Thane,10 PM–2 AM,Snacks & Beverages,Completed,340,75,7,Low,Yes
SID102687,Andheri,6–9 AM,Dairy,Abandoned,132,194,9,High,No
SID102688,Bandra,9 AM–12,Personal Care,Completed,212,69,11,Medium,No
SID102689,Thane,6–10 PM,Personal Care,Completed,337,145,13,Low,No
SID102690,Thane,6–10 PM,Snacks & Beverages,Completed,363,31,10,Low,No
SID102691,Andheri,6–10 PM,Staples & Grains,Completed,293,165,6,Low,No
SID102692,Andheri,6–10 PM,Fresh Produce,Abandoned,151,241,11,High,No
SID102693,Powai,6–9 AM,Snacks & Beverages,Completed,406,111,6,Low,Yes
SID102694,Powai,10 PM–2 AM,Personal Care,Completed,321,107,11,Low,No
SID102695,Dadar,6–10 PM,Snacks & Beverages,Abandoned,278,231,12,Medium,No
SID102696,Andheri,12–3 PM,Dairy,Completed,196,59,12,High,Yes
SID102697,Andheri,12–3 PM,Dairy,Abandoned,269,232,9,High,No
SID102698,Bandra,9 AM–12,Personal Care,Completed,235,138,9,Medium,No
SID102699,Bandra,9 AM–12,Fresh Produce,Completed,328,79,7,Medium,No
SID102700,Thane,6–9 AM,Frozen Foods,Completed,260,90,9,Low,No
SID102701,Powai,9 AM–12,Staples & Grains,Abandoned,120,287,11,Low,No
SID102702,Bandra,10 PM–2 AM,Dairy,Abandoned,129,181,10,Medium,No
SID102703,Dadar,3–6 PM,Fresh Produce,Abandoned,189,120,12,Medium,No
SID102704,Powai,12–3 PM,Dairy,Abandoned,263,109,11,Low,No
SID102705,Powai,9 AM–12,Fresh Produce,Completed,291,167,14,Low,No
SID102706,Dadar,9 AM–12,Dairy,Completed,487,118,11,Medium,No
SID102707,Bandra,6–10 PM,Fresh Produce,Abandoned,257,158,12,Medium,No
SID102708,Powai,3–6 PM,Snacks & Beverages,Completed,131,150,12,Low,Yes
SID102709,Dadar,10 PM–2 AM,Fresh Produce,Abandoned,135,190,14,Medium,No
SID102710,Andheri,12–3 PM,Snacks & Beverages,Abandoned,59,172,10,Low,No
SID102711,Dadar,9 AM–12,Snacks & Beverages,Completed,475,118,11,Medium,Yes
SID102712,Andheri,9 AM–12,Fresh Produce,Completed,234,152,7,High,No
SID102713,Dadar,12–3 PM,Staples & Grains,Completed,505,111,10,Medium,No
SID102714,Bandra,6–10 PM,Fresh Produce,Completed,296,149,10,Medium,No
SID102715,Powai,12–3 PM,Personal Care,Completed,329,151,8,Low,No
SID102716,Thane,10 PM–2 AM,Staples & Grains,Abandoned,198,156,8,Low,No
SID102717,Dadar,6–10 PM,Staples & Grains,Completed,320,98,15,Medium,No
SID102718,Andheri,12–3 PM,Snacks & Beverages,Completed,351,83,13,Low,Yes
SID102719,Powai,9 AM–12,Fresh Produce,Abandoned,250,243,7,Low,No
SID102720,Andheri,10 PM–2 AM,Staples & Grains,Completed,244,130,13,Low,No
SID102721,Andheri,9 AM–12,Snacks & Beverages,Abandoned,252,230,9,Low,No
SID102722,Thane,10 PM–2 AM,Snacks & Beverages,Completed,213,77,8,Low,Yes
SID102723,Thane,12–3 PM,Dairy,Abandoned,158,198,11,High,No
SID102724,Dadar,3–6 PM,Personal Care,Completed,207,126,13,Medium,No
SID102725,Thane,3–6 PM,Frozen Foods,Completed,209,92,9,Low,No
SID102726,Thane,6–10 PM,Fresh Produce,Completed,310,130,9,High,No
SID102727,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,165,208,11,Low,No
SID102728,Thane,6–10 PM,Fresh Produce,Completed,379,183,13,High,No
SID102729,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,50,190,9,Medium,No
SID102730,Dadar,3–6 PM,Snacks & Beverages,Completed,313,69,7,Medium,Yes
SID102731,Bandra,10 PM–2 AM,Staples & Grains,Completed,355,153,13,Medium,No
SID102732,Dadar,6–10 PM,Dairy,Completed,360,105,7,Medium,No
SID102733,Powai,6–10 PM,Personal Care,Abandoned,249,197,10,Low,No
SID102734,Andheri,3–6 PM,Personal Care,Completed,339,114,9,Low,No
SID102735,Thane,6–10 PM,Snacks & Beverages,Abandoned,138,215,11,Low,No
SID102736,Powai,12–3 PM,Dairy,Completed,403,145,5,Low,Yes
SID102737,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,232,251,8,Medium,No
SID102738,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,183,188,6,Medium,No
SID102739,Thane,10 PM–2 AM,Fresh Produce,Abandoned,212,142,12,High,No
SID102740,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,288,207,10,Medium,No
SID102741,Powai,10 PM–2 AM,Frozen Foods,Completed,365,103,10,Low,No
SID102742,Powai,10 PM–2 AM,Fresh Produce,Completed,293,124,10,Low,No
SID102743,Bandra,6–10 PM,Personal Care,Completed,353,24,8,Medium,No
SID102744,Andheri,6–10 PM,Fresh Produce,Completed,273,122,8,High,No
SID102745,Bandra,6–10 PM,Staples & Grains,Abandoned,68,162,8,Medium,No
SID102746,Dadar,6–10 PM,Dairy,Abandoned,118,250,11,Medium,No
SID102747,Thane,6–10 PM,Dairy,Abandoned,246,244,8,High,No
SID102748,Andheri,6–10 PM,Staples & Grains,Completed,417,106,11,Low,No
SID102749,Thane,9 AM–12,Personal Care,Abandoned,178,208,11,Low,No
SID102750,Powai,6–10 PM,Staples & Grains,Abandoned,223,271,10,Low,No
SID102751,Dadar,3–6 PM,Fresh Produce,Abandoned,224,213,9,Medium,No
SID102752,Dadar,12–3 PM,Snacks & Beverages,Abandoned,250,214,10,Medium,No
SID102753,Andheri,12–3 PM,Snacks & Beverages,Abandoned,160,158,9,Low,No
SID102754,Dadar,12–3 PM,Fresh Produce,Completed,365,120,14,Medium,No
SID102755,Dadar,10 PM–2 AM,Staples & Grains,Completed,319,140,12,Medium,No
SID102756,Bandra,10 PM–2 AM,Dairy,Abandoned,172,219,15,Medium,No
SID102757,Dadar,6–10 PM,Dairy,Abandoned,171,232,7,Medium,No
SID102758,Bandra,6–10 PM,Snacks & Beverages,Abandoned,148,119,8,Medium,No
SID102759,Andheri,6–10 PM,Snacks & Beverages,Completed,369,114,8,Low,No
SID102760,Andheri,3–6 PM,Snacks & Beverages,Completed,231,156,14,Low,Yes
SID102761,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,257,138,8,Medium,No
SID102762,Dadar,6–9 AM,Fresh Produce,Abandoned,50,186,5,Medium,No
SID102763,Thane,6–10 PM,Dairy,Abandoned,176,211,7,High,No
SID102764,Bandra,3–6 PM,Personal Care,Completed,310,98,13,Medium,No
SID102765,Thane,3–6 PM,Snacks & Beverages,Completed,506,101,7,Low,No
SID102766,Dadar,6–10 PM,Staples & Grains,Completed,301,32,10,Medium,No
SID102767,Dadar,3–6 PM,Snacks & Beverages,Abandoned,163,255,10,Medium,No
SID102768,Bandra,12–3 PM,Staples & Grains,Completed,311,93,7,Medium,No
SID102769,Dadar,3–6 PM,Staples & Grains,Abandoned,222,273,8,Medium,No
SID102770,Thane,10 PM–2 AM,Snacks & Beverages,Completed,267,176,10,Low,No
SID102771,Dadar,3–6 PM,Personal Care,Completed,319,80,9,Medium,No
SID102772,Powai,3–6 PM,Personal Care,Completed,381,71,10,Low,No
SID102773,Thane,12–3 PM,Frozen Foods,Completed,235,141,11,Low,No
SID102774,Thane,9 AM–12,Fresh Produce,Completed,194,116,11,High,No
SID102775,Andheri,6–10 PM,Staples & Grains,Abandoned,231,31,9,Low,No
SID102776,Thane,6–10 PM,Snacks & Beverages,Abandoned,187,187,14,Low,No
SID102777,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,126,141,10,Low,No
SID102778,Bandra,6–9 AM,Frozen Foods,Completed,319,151,8,Medium,No
SID102779,Thane,12–3 PM,Snacks & Beverages,Completed,285,59,14,Low,Yes
SID102780,Thane,6–10 PM,Snacks & Beverages,Completed,265,124,8,Low,Yes
SID102781,Andheri,6–9 AM,Fresh Produce,Completed,232,160,9,High,No
SID102782,Andheri,10 PM–2 AM,Dairy,Abandoned,212,185,7,High,No
SID102783,Thane,9 AM–12,Snacks & Beverages,Completed,319,131,12,Low,No
SID102784,Dadar,12–3 PM,Fresh Produce,Completed,250,165,12,Medium,No
SID102785,Andheri,6–10 PM,Fresh Produce,Abandoned,182,199,7,High,No
SID102786,Powai,9 AM–12,Snacks & Beverages,Completed,180,52,8,Low,No
SID102787,Andheri,10 PM–2 AM,Personal Care,Completed,327,94,10,Low,No
SID102788,Thane,6–9 AM,Snacks & Beverages,Completed,368,117,8,Low,No
SID102789,Andheri,6–9 AM,Snacks & Beverages,Completed,235,107,9,Low,No
SID102790,Andheri,3–6 PM,Fresh Produce,Completed,221,23,11,High,No
SID102791,Andheri,6–9 AM,Frozen Foods,Abandoned,275,202,10,Low,No
SID102792,Andheri,10 PM–2 AM,Personal Care,Completed,334,81,10,Low,No
SID102793,Thane,6–9 AM,Staples & Grains,Completed,282,117,9,Low,No
SID102794,Powai,12–3 PM,Staples & Grains,Abandoned,194,154,11,Low,No
SID102795,Andheri,6–10 PM,Fresh Produce,Completed,168,117,9,High,No
SID102796,Bandra,6–9 AM,Personal Care,Completed,500,110,12,Medium,No
SID102797,Bandra,12–3 PM,Fresh Produce,Abandoned,131,92,9,Medium,No
SID102798,Powai,10 PM–2 AM,Snacks & Beverages,Completed,324,134,11,Low,No
SID102799,Bandra,12–3 PM,Dairy,Abandoned,268,192,6,Medium,No
SID102800,Bandra,6–10 PM,Snacks & Beverages,Completed,404,144,7,Medium,No
SID102801,Andheri,12–3 PM,Frozen Foods,Abandoned,289,201,10,Low,No
SID102802,Andheri,12–3 PM,Personal Care,Completed,228,78,9,Low,No
SID102803,Andheri,6–10 PM,Fresh Produce,Abandoned,118,182,10,High,No
SID102804,Thane,6–10 PM,Snacks & Beverages,Completed,297,87,12,Low,No
SID102805,Dadar,9 AM–12,Fresh Produce,Abandoned,151,231,7,Medium,No
SID102806,Powai,6–9 AM,Staples & Grains,Completed,325,154,11,Low,No
SID102807,Dadar,10 PM–2 AM,Staples & Grains,Completed,336,100,13,Medium,No
SID102808,Andheri,6–10 PM,Staples & Grains,Completed,337,110,12,Low,No
SID102809,Dadar,9 AM–12,Fresh Produce,Abandoned,103,142,10,Medium,No
SID102810,Andheri,12–3 PM,Frozen Foods,Completed,267,106,10,Low,No
SID102811,Dadar,6–9 AM,Staples & Grains,Completed,208,118,12,Medium,No
SID102812,Powai,9 AM–12,Frozen Foods,Completed,194,155,9,Low,No
SID102813,Dadar,6–10 PM,Personal Care,Abandoned,129,171,9,Medium,No
SID102814,Powai,3–6 PM,Snacks & Beverages,Completed,419,82,9,Low,No
SID102815,Powai,6–10 PM,Fresh Produce,Completed,221,74,10,Low,No
SID102816,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,158,195,13,Medium,No
SID102817,Bandra,12–3 PM,Fresh Produce,Completed,280,126,8,Medium,No
SID102818,Dadar,6–9 AM,Snacks & Beverages,Completed,233,101,12,Medium,No
SID102819,Thane,3–6 PM,Personal Care,Completed,227,153,5,Low,No
SID102820,Dadar,6–10 PM,Snacks & Beverages,Completed,172,54,10,Medium,Yes
SID102821,Thane,6–10 PM,Staples & Grains,Completed,208,125,12,Low,No
SID102822,Dadar,6–10 PM,Staples & Grains,Abandoned,108,193,6,Medium,No
SID102823,Dadar,6–10 PM,Staples & Grains,Abandoned,201,231,14,Medium,No
SID102824,Bandra,9 AM–12,Frozen Foods,Completed,340,151,6,Medium,No
SID102825,Bandra,12–3 PM,Personal Care,Completed,355,118,10,Medium,No
SID102826,Bandra,6–9 AM,Snacks & Beverages,Completed,318,82,9,Medium,No
SID102827,Dadar,6–10 PM,Frozen Foods,Completed,492,101,10,Medium,No
SID102828,Powai,3–6 PM,Frozen Foods,Completed,355,150,8,Low,No
SID102829,Thane,9 AM–12,Dairy,Abandoned,169,219,8,High,No
SID102830,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,221,180,11,Medium,No
SID102831,Thane,12–3 PM,Fresh Produce,Abandoned,136,225,13,High,No
SID102832,Andheri,6–10 PM,Fresh Produce,Abandoned,241,237,14,High,No
SID102833,Powai,12–3 PM,Staples & Grains,Completed,296,116,10,Low,No
SID102834,Dadar,3–6 PM,Frozen Foods,Completed,392,104,5,Medium,No
SID102835,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,196,204,8,Medium,No
SID102836,Dadar,6–10 PM,Staples & Grains,Completed,409,86,14,Medium,No
SID102837,Powai,6–10 PM,Staples & Grains,Completed,253,81,12,Low,No
SID102838,Andheri,12–3 PM,Dairy,Abandoned,66,230,10,High,No
SID102839,Bandra,3–6 PM,Fresh Produce,Completed,353,86,9,Medium,No
SID102840,Andheri,6–10 PM,Personal Care,Completed,320,146,10,Low,No
SID102841,Powai,6–9 AM,Fresh Produce,Completed,428,72,7,Low,No
SID102842,Dadar,6–9 AM,Fresh Produce,Abandoned,50,115,9,Medium,No
SID102843,Andheri,6–10 PM,Frozen Foods,Abandoned,338,261,11,Low,No
SID102844,Andheri,9 AM–12,Snacks & Beverages,Completed,302,136,7,Low,Yes
SID102845,Bandra,12–3 PM,Dairy,Completed,146,113,7,Medium,Yes
SID102846,Powai,12–3 PM,Snacks & Beverages,Completed,258,100,12,Low,Yes
SID102847,Thane,10 PM–2 AM,Fresh Produce,Completed,292,142,12,High,No
SID102848,Bandra,3–6 PM,Snacks & Beverages,Completed,221,65,9,Medium,Yes
SID102849,Andheri,6–10 PM,Personal Care,Completed,250,140,8,Low,No
SID102850,Dadar,9 AM–12,Dairy,Abandoned,80,155,11,Medium,No
SID102851,Dadar,3–6 PM,Staples & Grains,Completed,293,100,7,Medium,No
SID102852,Thane,12–3 PM,Fresh Produce,Abandoned,284,211,14,High,No
SID102853,Thane,10 PM–2 AM,Snacks & Beverages,Completed,365,139,7,Low,No
SID102854,Dadar,6–10 PM,Fresh Produce,Completed,249,156,12,Medium,No
SID102855,Bandra,10 PM–2 AM,Dairy,Completed,261,161,12,Medium,No
SID102856,Bandra,10 PM–2 AM,Snacks & Beverages,Abandoned,298,62,8,Medium,No
SID102857,Andheri,10 PM–2 AM,Dairy,Completed,205,143,15,High,No
SID102858,Dadar,6–10 PM,Dairy,Abandoned,174,227,15,Medium,No
SID102859,Andheri,6–10 PM,Fresh Produce,Abandoned,129,191,9,High,No
SID102860,Andheri,9 AM–12,Fresh Produce,Completed,378,100,9,High,No
SID102861,Powai,3–6 PM,Personal Care,Completed,299,117,13,Low,No
SID102862,Thane,9 AM–12,Dairy,Completed,263,102,12,High,No
SID102863,Powai,6–10 PM,Dairy,Abandoned,193,152,9,Low,No
SID102864,Dadar,10 PM–2 AM,Dairy,Abandoned,229,230,9,Medium,No
SID102865,Andheri,12–3 PM,Fresh Produce,Abandoned,236,181,13,High,No
SID102866,Andheri,6–9 AM,Dairy,Abandoned,163,229,14,High,No
SID102867,Powai,6–9 AM,Snacks & Beverages,Completed,308,76,10,Low,No
SID102868,Thane,9 AM–12,Dairy,Completed,259,142,12,High,No
SID102869,Powai,12–3 PM,Staples & Grains,Completed,264,133,8,Low,No
SID102870,Andheri,6–10 PM,Staples & Grains,Completed,455,75,5,Low,No
SID102871,Powai,9 AM–12,Snacks & Beverages,Completed,199,117,9,Low,No
SID102872,Andheri,10 PM–2 AM,Dairy,Abandoned,169,282,11,High,No
SID102873,Andheri,12–3 PM,Fresh Produce,Completed,226,151,12,High,No
SID102874,Powai,6–10 PM,Fresh Produce,Completed,309,126,13,Low,No
SID102875,Thane,3–6 PM,Snacks & Beverages,Completed,334,52,9,Low,Yes
SID102876,Dadar,6–10 PM,Staples & Grains,Abandoned,205,135,14,Medium,No
SID102877,Powai,6–9 AM,Personal Care,Completed,273,87,12,Low,No
SID102878,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,192,53,13,Low,No
SID102879,Bandra,6–9 AM,Snacks & Beverages,Abandoned,173,179,9,Medium,No
SID102880,Thane,9 AM–12,Staples & Grains,Completed,379,71,14,Low,No
SID102881,Powai,12–3 PM,Dairy,Abandoned,176,234,11,Low,No
SID102882,Bandra,3–6 PM,Snacks & Beverages,Completed,360,42,10,Medium,No
